id,codigo,codigo_barras,nome,descricao,categoria,unidade_medida,preco_custo,preco_venda,estoque_atual,estoque_minimo,ncm,cest,aliquota_icms,aliquota_ipi,aliquota_pis,aliquota_cofins,dados_completos,imported_at,api_page
189,188,,,,,Kg,0.00,0.00,0.00,,,,,,,,"{""id"":""188"",""grupo"":""CEREAIS"",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":"" ACUCAR - TIPO CRISTAL"",""unidadeMedida"":""Kg"",""valorCustoBase"":""0"",""descricaoProduto"":""ACUCAR - OBTIDO DA CANA DE ACUCAR,TIPO CRISTAL, COM ASPECTO COR,CHEIRO PROPRIOS E SABOR DOCE, COM TEOR DE SACAROSE MINIMO DE 99,3%P/P,ADMITINDO UMIDADE MAXIMA DE 0,3%P/P, SEM FERMENTACAO,ISENTO DE SUJIDADES,PARASITAS, MATERIAIS TERROSOS E DETRITOS ANIMAIS OU VEGETAIS, ACONDICIONADO EM SACO PLASTICO ATOXICO"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.002 - ALIMENTAÇÃO""}","""2026-03-03T14:15:12.251Z""",0
190,189,,,,,Kg,0.00,0.00,0.00,,,,,,,,"{""id"":""189"",""grupo"":""CEREAIS"",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":"" ARROZ - AGULHINHA, TIPO 1"",""unidadeMedida"":""Kg"",""valorCustoBase"":""0"",""descricaoProduto"":""ARROZ - AGULHINHA, TIPO 1, LONGO, CONSTITUIDOS DE GRAUS INTEIROS, COM TEOR DE UNIDADE MAXIMA 15%, ISENTO DE SUJIDADES E MATERIAIS ESTRANHOS, ACONDICIONADO EM EMBALAGEM APROPRIADA ACONDICIONADO EM PACOTE DE 1 KG"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.002 - ALIMENTAÇÃO""}","""2026-03-03T14:15:12.251Z""",0
191,190,,,,,Kg,0.00,0.00,0.00,,,,,,,,"{""id"":""190"",""grupo"":""CEREAIS"",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":"" ARROZ - PARBOLIZADO, TIPO 1"",""unidadeMedida"":""Kg"",""valorCustoBase"":""0"",""descricaoProduto"":""ARROZ - PARBOLIZADO, TIPO 1, LONGO, CONSTITUIDOS DE GRAUS INTEIROS, COM TEOR DE UNIDADE MAXIMA 15%, ISENTO DE SUJIDADES E MATERIAIS ESTRANHOS, ACONDICIONADO EM PACOTE DE 1 KG"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.002 - ALIMENTAÇÃO""}","""2026-03-03T14:15:12.251Z""",0
192,191,,,,,Unidade,0.00,0.00,0.00,,,,,,,,"{""id"":""191"",""grupo"":""CEREAIS"",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":""OLEO COMESTIVEL - AZEITE DE OLIVA"",""unidadeMedida"":""Unidade"",""valorCustoBase"":""0"",""descricaoProduto"":""OLEO COMESTIVEL - AZEITE DE OLIVA, EXTRA VIRGEM, OBTIDO DE AZEITONAS SAS, COM SABOR E CHEIRO DE AZEITONA, ISENTO DE RANCO E SUBSTANCIAS ESTRANHAS,ACIDEZ IGUAL OU INFERIOR A 1% APTO PARA CONSUMO MA MESA, EMBALADO EM CAIXA DE PAPELAO REFOCADO"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.002 - ALIMENTAÇÃO""}","""2026-03-03T14:15:12.251Z""",0
193,192,,,,,Unidade,0.00,0.00,0.00,,,,,,,,"{""id"":""192"",""grupo"":""CEREAIS"",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":"" AVEIA - EM FLOCOS FINOS"",""unidadeMedida"":""Unidade"",""valorCustoBase"":""0"",""descricaoProduto"":""AVEIA - INTEGRAL 100% NATURAL, EM FLOCOS FINOS, ISENTA DE SUJIDADES,PARASITAS E LARVAS, ADMITINDO UMIDADE MAXIMA DE 15% POR PESO, ACONDICIONADA EM EM LATA APROPRIADA, EMBALADA EM CAIXA DE PAPELAO REFORCADO 200g"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.002 - ALIMENTAÇÃO""}","""2026-03-03T14:15:12.251Z""",0
194,193,,,,,Kg,0.00,0.00,0.00,,,,,,,,"{""id"":""193"",""grupo"":""CEREAIS"",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":"" BATATA - TIPO PALHA"",""unidadeMedida"":""Kg"",""valorCustoBase"":""0"",""descricaoProduto"":""BATATA PROCESSADA - TIPO PALHA,EMBALADA EM SACO PLASTICO,ESTERILIZADA EM ATMOSFERA,ACONDICIONADA PARA TRANSPORTE EM SACO PLASTICO,HIGIENIZADA, CORTADA EM TIRAS,COM ASPECTO, COR, CHEIRO E SABOR PROPRIOS,FIRME E INTACTA,LIVRE DE FERTILIZANTES, SUJIDADES, PARASITAS E LARVAS, PACOTE COM 1KG"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.002 - ALIMENTAÇÃO""}","""2026-03-03T14:15:12.251Z""",0
195,194,,,,,Pacote,0.00,0.00,0.00,,,,,,,,"{""id"":""194"",""grupo"":""CEREAIS"",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":"" BISCOITO RETANGULAR - MAIZENA"",""unidadeMedida"":""Pacote"",""valorCustoBase"":""0"",""descricaoProduto"":""BISCOITO, RETANGULAR, MAIZENA, DOCE, SEM RECHEIO, PACOTE 400g"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.002 - ALIMENTAÇÃO""}","""2026-03-03T14:15:12.251Z""",0
196,195,,,,,Unidade,0.00,0.00,0.00,,,,,,,,"{""id"":""195"",""grupo"":""CEREAIS"",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":""BISCOITO DOCE COM RECHEIO"",""unidadeMedida"":""Unidade"",""valorCustoBase"":""0"",""descricaoProduto"":""BISCOITO DOCE COM RECHEIO - DIVERSOS SABORES, COMPOSICAO BASICA FARINHA DE TRIGO, GORDURA VEGETAL HIDROGENADA., ACUCAR E OUTRAS SUBSTANCIAS PERMITIDAS. ACONDICIONADO EM EMBALAGEM FILME BOPP, PESANDO 130G."",""contaPadraoPlanoFinanceiro"":""2.1.2.02.002 - ALIMENTAÇÃO""}","""2026-03-03T14:15:12.251Z""",0
197,196,,,,,Pacote,0.00,0.00,0.00,,,,,,,,"{""id"":""196"",""grupo"":""CEREAIS"",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":"" BISCOITO DOCE SEM RECHEIO"",""unidadeMedida"":""Pacote"",""valorCustoBase"":""0"",""descricaoProduto"":""BISCOITO DOCE SEM RECHEIO - TIPO AMANTEIGADO DE DIVERSOS SABORES, COMPOSICAO BASICA FARINHA DE TRIGO, GORDURA VEGETAL, SAL., ACUCAR E OUTRAS SUBSTANCIAS PERMITIDAS., ACONDICIONADO EM EMBALAGEM FILME BOPP., PESANDO 360 GRAMAS"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.002 - ALIMENTAÇÃO""}","""2026-03-03T14:15:12.251Z""",0
198,197,,,,,Pacote,0.00,0.00,0.00,,,,,,,,"{""id"":""197"",""grupo"":""CEREAIS"",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":"" BISCOITO COM SAL - TIPO CREAM CRACKER"",""unidadeMedida"":""Pacote"",""valorCustoBase"":""0"",""descricaoProduto"":""BISCOITO COM SAL - TIPO CREAM CRACKER, COMPOSICAO BASICA AROMATIZADO ARTIFICIALMENTE, FARIMHA DE TRIGO, GORDURA VEGETAL HIDROGENADA, SAL, C/ GLUTEN, EXTRATO DE MALTE E FERMENTO BIOLOGICO, ACONDICIONADO EM EM PACOTES, 400 G"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.002 - ALIMENTAÇÃO""}","""2026-03-03T14:15:12.251Z""",0
199,198,,,,,Pacote,0.00,0.00,0.00,,,,,,,,"{""id"":""198"",""grupo"":""CEREAIS"",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":""CAFE"",""unidadeMedida"":""Pacote"",""valorCustoBase"":""0"",""descricaoProduto"":""CAFE - DEVENDO CONTER ATE 30% GRAOS CONILLON, 20% PRETOS, VERDES, ARDIDOS, ISENTO DE GRAOS PRETOS-VERDES OU FERMENTADOS GRAOS CRUS, SAOS E LIMPOS, NA COR CASTANHO CLARO A MODERADO ESCURO,S/AMARGOR PO HOMOGENIO, TORRADO E MOIDO, AROMA E SABOR CARACTERISTICOS DE REGULAR A INTENSO BEBIDA MOLE A RIO, ISENTO DE GOSTO RIOZONA, QUALIDADE GLOBAL MINIMO ACEITAVEL MAIOR QUE 6,0 PONTOS, NA ESCALA DE ZERO A DEZ, DEVE OBEDECER A INSTRUCAO NORMATIVA N08, CONTENDO IMPUREZAS MAXIMO DE 1%,OUTROS PRODUTOS 0% E UMIDADE ATE 5%, ACONDICIONADO EM EMBALAGEM A VACUO,3 MESES DE VALIDADE A PARTIR DA DATA DA ENTREGA, OBECEDECER NORMA DE QUALIDADE RECOMENDAVEL ABIC/PQC, DE 28/04/2004, RESOLUCAO ANVISA N 277"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.002 - ALIMENTAÇÃO""}","""2026-03-03T14:15:12.251Z""",0
200,199,,,,,Unidade,0.00,0.00,0.00,,,,,,,,"{""id"":""199"",""grupo"":""CEREAIS"",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":"" CALDO DE CARNE - EM TABLETE"",""unidadeMedida"":""Unidade"",""valorCustoBase"":""0"",""descricaoProduto"":""CALDO DE CARNE - COMPOSTO DE SAL, AMIDO, GLUTAMATO MONOSSODICO, ACUCAR, ALHO,CEBOLA GORDURA VEGETAL, EXTRATO DE CARNE BOVINA, EM TABLETE, ACONDICIONADO EM CAIXETA COM 06 TABLETES"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.002 - ALIMENTAÇÃO""}","""2026-03-03T14:15:12.251Z""",0
201,200,,,,,Unidade,0.00,0.00,0.00,,,,,,,,"{""id"":""200"",""grupo"":""CEREAIS"",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":""CALDO DE GALINHA - EM TABLETE"",""unidadeMedida"":""Unidade"",""valorCustoBase"":""0"",""descricaoProduto"":""CALDO DE GALINHA - COMPOSTO DE SAL,AMIDO,GLUTAMATO MONOSSODICO,ACUCAR, ALHO,CEBOLA, GORDURA VEGETAL,EXTRATO DE CARNE DE FRANGO, EM TABLETE, ACONDICIONADO EM 12 UNIDADES"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.002 - ALIMENTAÇÃO""}","""2026-03-03T14:15:12.251Z""",0
203,201,,,,,Kg,0.00,0.00,0.00,,,,,,,,"{""id"":""201"",""grupo"":""CEREAIS"",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":""CANELA - EM RAMA"",""unidadeMedida"":""Kg"",""valorCustoBase"":""0"",""descricaoProduto"":""CANELA - EM RAMA, OBTIDA DA CASCA DE ESPECIMES VEGETAIS GENUINOS, GRAOS SAOS E LIMPOS, DE COLORACAO PARDO AMARELADA OU MARROM CLARO, COM ASPECTO CHEIRO AROMATICO E SABOR PROPRIOS, LIVRE DE SUJIDADES E MATERIAIS ESTRANHOS A SUA ESPECIE, ACONDICIONADA EM SACO PLASTICO TRANSPARENTE,ATOXICO,, EMBALADA EM CAIXA RESISTENTE E VEDADA, APROPRIADA"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.002 - ALIMENTAÇÃO""}","""2026-03-03T14:15:12.251Z""",0
204,202,,,,,Kg,0.00,0.00,0.00,,,,,,,,"{""id"":""202"",""grupo"":""CEREAIS"",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":""CANELA - EM PO"",""unidadeMedida"":""Kg"",""valorCustoBase"":""0"",""descricaoProduto"":""CANELA - EM PO FINA HOMOGENEA, OBTIDA DA CASCA DE ESPECIMES VEGETAIS GENUINOS, MAXIMO DE PUREZA, MARROM CLARO, COM ASPECTOS CHEIROS AROMATICOS E SABOR PROPRIOS, LIVRE DE SUJIDADES E MATERIAIS ESTRANHOS A SUA ESP ECIE, ACONDICIONADA EM EMBALAGEM APROPRIADA, EMBALADA EM .., TUBO COM 100 GRAMAS"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.002 - ALIMENTAÇÃO""}","""2026-03-03T14:15:12.251Z""",0
205,203,,,,,Unidade,0.00,0.00,0.00,,,,,,,,"{""id"":""203"",""grupo"":""CEREAIS"",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":""CATCHUP"",""unidadeMedida"":""Unidade"",""valorCustoBase"":""0"",""descricaoProduto"":""CATCHUP - COMPOSTO A BASE DE POLPA E SUCO DE TOMATE, SAL,ACUCAR E OUTRAS SUBSTANCIAS PERMITIDAS, ADMITINDO NO MINIMO 35% DE RESIDUOS SECOS, DE CONSISTENCIA CREMOSA,COR,CHEIRO E SABOR PROPRIOS, ISENTO DE SUJIDADES E SEUS INGREDIENTES DE PREPARO EM PERFEITO ESTADO DE CONSERVACAO, ACONDICIONADO EM CAIXA COM 24 FRASCOS PLASTICOS DE 400 GRAMAS CADA"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.002 - ALIMENTAÇÃO""}","""2026-03-03T14:15:12.251Z""",0
206,204,,,,,Gramas,0.00,0.00,0.00,,,,,,,,"{""id"":""204"",""grupo"":""HORTIFRUTI"",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":""COLORIFICO - EM PO"",""unidadeMedida"":""Gramas"",""valorCustoBase"":""0"",""descricaoProduto"":""COLORIFICO - EM PO FINO HOMOGENEO, OBTIDO DE FRUTOS MADUROS DE, LIMPOS, DESSECADOS E MOIDOS, DE COLORACAO VERMELHA, COM ASPECTO COM COR, CHEIRO E SABOR PROPRIO, ISENTO DE MATERIAIS ESTRANHOS E A SUA ESPECIE, ACONDICIONADO EM SACO PLASTICO TRANSPARENTE E ATOXICO, HERMETICAMENTE VEDADO E RESISTENTE, EMBALADO EM EMBALADO INDIVIDUALMENTE COM 1 KG"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.002 - ALIMENTAÇÃO""}","""2026-03-03T14:15:12.251Z""",0
207,205,,,,,Unidade,0.00,0.00,0.00,,,,,,,,"{""id"":""205"",""grupo"":""CEREAIS"",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":""CHÁ"",""unidadeMedida"":""Unidade"",""valorCustoBase"":""0"",""descricaoProduto"":""CHÁ ALIMENTAÇÃO, CHA PARA ALIMENTACAO CAIXA C/ 10 SACHÊS"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.002 - ALIMENTAÇÃO""}","""2026-03-03T14:15:12.251Z""",0
208,206,,,,,Kg,0.00,0.00,0.00,,,,,,,,"{""id"":""206"",""grupo"":""CEREAIS"",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":""CRAVO DA INDIA"",""unidadeMedida"":""Kg"",""valorCustoBase"":""0"",""descricaoProduto"":""CRAVO DA INDIA - OBTIDO DO BOTAO FLORAL DE ESPECIME GENUINA, DE COLORACAO PARDO ESCURA,CHEIRO E SABOR PROPRIOS, COM TEOR DE UMIDADE MAXIMA DE 16%, ISENTO DE DETRITOS DO PROPRIO PRODUTO, E IMPUREZAS DOS GRAOS OU SEMENTES, ACONDICIONADO EM SACO PLASTICO TRANSPARENTE,ATOXICO, PESANDO APROXIMADAMENTE 250G"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.002 - ALIMENTAÇÃO""}","""2026-03-03T14:15:12.251Z""",0
209,207,,,,,Gramas,0.00,0.00,0.00,,,,,,,,"{""id"":""207"",""grupo"":""HORTIFRUTI"",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":""COMINHO"",""unidadeMedida"":""Gramas"",""valorCustoBase"":""0"",""descricaoProduto"":""COMINHO - CONDIMENTO MISTO EM PO, DESTINADO A TEMPERAR ALI NTOS, ASPECTO,COR,CHEIRO E SABOR PROPRIOS, MOIDO, ACONDICIONADO EM SACO PLASTICO DE POLIETILENO, ATOXICO, TRANSPARENTE, CONTENDO 1KG"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.002 - ALIMENTAÇÃO""}","""2026-03-03T14:15:12.251Z""",0
210,208,,,,,Caixas,0.00,0.00,0.00,,,,,,,,"{""id"":""208"",""grupo"":""CEREAIS"",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":""CREME DE LEITE"",""unidadeMedida"":""Caixas"",""valorCustoBase"":""0"",""descricaoProduto"":""CREME DE LEITE - APRESENTANDO TEOR DE MATERIA GORDA MINIMA DE 25%, EMBALADO EM CAIXA CARTONADA,PESANDO 200 GRAMAS"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.002 - ALIMENTAÇÃO""}","""2026-03-03T14:15:12.251Z""",0
211,209,,,,,Unidade,0.00,0.00,0.00,,,,,,,,"{""id"":""209"",""grupo"":""CEREAIS"",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":""ERVILHA VERDE EM CONSERVA"",""unidadeMedida"":""Unidade"",""valorCustoBase"":""0"",""descricaoProduto"":""ERVILHA VERDE EM CONSERVA - SIMPLES, INTEIRA, IMERSA EM LIQUIDO, TAMANHO E COLORACAO UNIFORMES, ACONDICIONADA EM LATA COM 200 GRAMAS, SENDO CONSIDERADO COMO PESO LIQUIDO O PRODUTO DRENADO"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.002 - ALIMENTAÇÃO""}","""2026-03-03T14:15:12.251Z""",0
212,210,,,,,Unidade,0.00,0.00,0.00,,,,,,,,"{""id"":""210"",""grupo"":""CEREAIS"",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":""EXTRATO DE TOMATE"",""unidadeMedida"":""Unidade"",""valorCustoBase"":""0"",""descricaoProduto"":""EXTRATO DE TOMATE - SIMPLES, CONCENTRADO,PRODUTO RESULTANTE DA CONCENTRACAO DA POLPA DE TOMATE POR PROCESSO TECNOLOGICO,PREPARADO COM FRUTOS MADUROS SELECIONADOS, SEM PELE, SEM SEMENTES E CORANTES ARTIFICIAIS,ISENTO DE SUJIDADES E FERMENTACAO,ACONDICIONADO EM EMBALAGEM APROPRIADA 01kg"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.002 - ALIMENTAÇÃO""}","""2026-03-03T14:15:12.251Z""",0
213,211,,,,,Kg,0.00,0.00,0.00,,,,,,,,"{""id"":""211"",""grupo"":""CEREAIS"",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":""FARINHA DE MANDIOCA"",""unidadeMedida"":""Kg"",""valorCustoBase"":""0"",""descricaoProduto"":""FARINHA DE MANDIOCA - TORRADA, SECA, FINA, TIPO 1, BRANCA, ISENTA DE SUJIDADES, PARASITOS E LARVAS, COM ASPECTO, ODOR,E SABOR PROPRIOS, ACONDICIONADA EM SACO PLASTICO, TRANSPARENTE CONTENDO 01 KG"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.002 - ALIMENTAÇÃO""}","""2026-03-03T14:15:12.251Z""",0
214,212,,,,,Unidade,0.00,0.00,0.00,,,,,,,,"{""id"":""212"",""grupo"":""CEREAIS"",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":""FARINHA DE ROSCA"",""unidadeMedida"":""Unidade"",""valorCustoBase"":""0"",""descricaoProduto"":""FARINHA DE ROSCA - SECA,FINA,LIGEIRAMENTE TORRADA, DE COR AMARELADA, ISENTA DE SUJIDADES,PARASITAS E LARVAS, ACONDICONADO EM SACO PLASTICO TRANSPARENTE,ATOXICO, ACONDICIONADA EM CAIXA DE PAPELAO REFORCADO, 500G"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.002 - ALIMENTAÇÃO""}","""2026-03-03T14:15:12.251Z""",0
215,213,,,,,Kg,0.00,0.00,0.00,,,,,,,,"{""id"":""213"",""grupo"":""CEREAIS"",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":""FARINHA DE TRIGO"",""unidadeMedida"":""Kg"",""valorCustoBase"":""0"",""descricaoProduto"":""FARINHA DE TRIGO - ESPECIAL, OBTIDA DO TRIGO MOIDO, DE COR BRANCA, ISENTA DE SUJIDADE, LIVRE DE COM FERMENTO, ACONDICIONADO EM EMBALAGEM COM 1 KG"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.002 - ALIMENTAÇÃO""}","""2026-03-03T14:15:12.251Z""",0
216,214,,,,,Kg,0.00,0.00,0.00,,,,,,,,"{""id"":""214"",""grupo"":""CEREAIS"",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":""FEIJAO - CARIOQUINHA, TIPO 1"",""unidadeMedida"":""Kg"",""valorCustoBase"":""0"",""descricaoProduto"":""FEIJAO - CARIOQUINHA, TIPO 1, NOVO, CONSTITUIDO DE GRAOS INTEIROS E SADIOS, COM A UMIDADE PERMITIDA EM LEI, ISENTO DE MATERIAL TERROSO,SUJIDADES ISENTO DE MATERIAL TERROSO, SUJIDADES E MISTURAS D E OUTRAS ESPECIES, COM REGISTRO NO MINISTERIO DA AGRICULTURA"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.002 - ALIMENTAÇÃO""}","""2026-03-03T14:15:12.251Z""",0
217,215,,,,,Kg,0.00,0.00,0.00,,,,,,,,"{""id"":""215"",""grupo"":""CEREAIS"",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":""FEIJAO - MACASSA, TIPO 1"",""unidadeMedida"":""Kg"",""valorCustoBase"":""0"",""descricaoProduto"":""FEIJAO - MACASSA, TIPO 1, NOVO, CONSTITUIDO DE GRAOS INTEIROS E SADIOS, COM A UMIDADE PERMITIDA EM LEI, ISENTO DE MATERIAL TERROSO,SUJIDADES ISENTO DE MATERIAL TERROSO, SUJIDADES E MISTURAS DE OUTRAS ESPECIES"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.002 - ALIMENTAÇÃO""}","""2026-03-03T14:15:12.251Z""",0
218,216,,,,,Kg,0.00,0.00,0.00,,,,,,,,"{""id"":""216"",""grupo"":""CEREAIS"",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":""FEIJAO - BRANCO, TIPO 1"",""unidadeMedida"":""Kg"",""valorCustoBase"":""0"",""descricaoProduto"":""FEIJAO - BRANCO, TIPO 1, NOVO, CONSTITUIDO DE GRAOS INTEIROS E SAOS, COM TEOR DE UMIDADE MAXIMA DE 15%, ISENTO DE MATERIAL TERROSO,SUJIDADES E MISTURA DE OUTRAS VARIEDADES E ESPECIES, ACONDICIONADO EM SACO PLASTICO"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.002 - ALIMENTAÇÃO""}","""2026-03-03T14:15:12.251Z""",0
219,217,,,,,Unidade,0.00,0.00,0.00,,,,,,,,"{""id"":""217"",""grupo"":""CEREAIS"",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":""FERMENTO QUIMICO - TIPO EM PO"",""unidadeMedida"":""Unidade"",""valorCustoBase"":""0"",""descricaoProduto"":""FERMENTO QUIMICO - TIPO EM PO,COMPOSTO DE PIROFOSFATO ACIDO DE SODIO, BICARBONATO DE SODIO,FOSFATO MONOCALCICO,ACONDICIONADO EM EMBALAGEM APROPRIADA"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.002 - ALIMENTAÇÃO""}","""2026-03-03T14:15:12.251Z""",0
220,218,,,,,Kg,0.00,0.00,0.00,,,,,,,,"{""id"":""218"",""grupo"":""CEREAIS"",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":""FEIJAO - PRETO,TIPO 1"",""unidadeMedida"":""Kg"",""valorCustoBase"":""0"",""descricaoProduto"":""FEIJAO - PRETO,TIPO 1,NOVO,CONSTITUIDO DE GRAOS INTEIROS E SAOS,COM TEOR MAXIMO DE UMIDADE DE 14,0%,ISENTO DE MATERIAL TERROSO E SUJIDADES E ISENTO DE MISTURAS DE OUTRAS VARIEDADES E ESPECIES,ACONDICIONADO EM SACO PLASTICO,DE ACORDO COM A INSTRUCAO NORMATIVA N° 12, DE 28 DE MARCO DE 2008 DO MAPA"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.002 - ALIMENTAÇÃO""}","""2026-03-03T14:15:12.251Z""",0
221,219,,,,,Pacote,0.00,0.00,0.00,,,,,,,,"{""id"":""219"",""grupo"":""CEREAIS"",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":""FUBA DE MILHO"",""unidadeMedida"":""Pacote"",""valorCustoBase"":""0"",""descricaoProduto"":""FUBA DE MILHO - FARINHA DE MILHO EM FLOCOS, TIPO FLOCAO, PRE-COZIDA E ENRIQUECIDA COM FERRO E ACIDO FOLICO,DE COR AMARELA,COM CHEIRO E SABOR PROPRIOS,COM AUSENCIA DE UMIDADE E FERMENTACAO,ISENTO DE SUJIDADE, PARASITAS E LARVAS,ACONDICIONADO EM EMBALAGEM APROPRIADA 500g"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.002 - ALIMENTAÇÃO""}","""2026-03-03T14:15:12.251Z""",0
222,220,,,,,Kg,0.00,0.00,0.00,,,,,,,,"{""id"":""220"",""grupo"":""CEREAIS"",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":""PO PARA PREPARO DE MANJAR COM COCO"",""unidadeMedida"":""Kg"",""valorCustoBase"":""0"",""descricaoProduto"":""PO PARA PREPARO DE MANJAR COM COCO - COM LEITE SABOR COCO, ENRIQUECIDA COM VITAMINAS E SAIS MINERAIS, COM FERRO QUELATO, DE FACIL PREPARO PELA ADICAO DE AGUA,COMPOSICAO COM ACUCAR, AMIDO DE MILHO, LEITE INTEGRAL EM PO, GORDURA VEGETAL HIDROGENADA, MISTURA DE VITAMINAS E SAIS MINERAIS - VITAMINA A, B1, B6, C, NIACINA, FERRO E ZINCO, SAL E AROMATIZANTE IDENTICO AO NATURAL DE COCO,NA PORCAO DE 24,00G DEVE CONTER 93,00KCAL, 17,00G DE CARBOIDRATOS, 1,80G DE PROTEINAS, 1,80G DE GORDURA TOTAL, 0,00G DE GORDURA SATURADA E 0,00G DE GORDURA TRANS. RENDIMENTO DE APROXIMADAMENTE 41 PORCOES DE 120,00G DE SOBREMESA PRONTA PARA O CONSUMO,COM ASPECTO, COR,CHEIRO E SABOR PROPRIOS.,ISENTO DE SUJIDADES, PARASITOS E LARVAS.,A EMBALAGEM PRIMARIA DEVE SER DE SACO DE POLIESTER METALIZADO E POLIETILENO, RESISTENTE, TERMOSSOLDAVEL,A EMBALAGEM SECUNDARIA DEVE SER DE CAIXA DE PAPELAO REFORCADA"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.002 - ALIMENTAÇÃO""}","""2026-03-03T14:15:12.251Z""",0
